Id,SalePrice
1461,123577.91
1462,166037.14
1463,179056.25
1464,188769.95
1465,190470.9
1466,172291.47
1467,168366.78
1468,167127.6
1469,179908.84
1470,127269.66
1471,198951.6
1472,94822.01
1473,91826.46
1474,152660.16
1475,122625.914
1476,389952.62
1477,257357.23
1478,282078.4
1479,275248.06
1480,451508.8
1481,335283.4
1482,204002.03
1483,170429.28
1484,161352.06
1485,172775.7
1486,193838.84
1487,340340.3
1488,231432.95
1489,200789.1
1490,211006.56
1491,192094.27
1492,98380.0
1493,171195.88
1494,306945.56
1495,301917.2
1496,230575.31
1497,181246.42
1498,166619.12
1499,155453.62
1500,145579.84
1501,175533.03
1502,146843.86
1503,280283.9
1504,247433.8
1505,223690.19
1506,189041.27
1507,244665.64
1508,210871.58
1509,167303.02
1510,149785.11
1511,147159.58
1512,173309.23
1513,140172.8
1514,150811.1
1515,184169.31
1516,153649.27
1517,156969.6
1518,138633.17
1519,221721.14
1520,136935.47
1521,136943.05
1522,175040.89
1523,111850.41
1524,123216.15
1525,125324.35
1526,121263.98
1527,115036.586
1528,126452.41
1529,149502.25
1530,169378.66
1531,111298.48
1532,98167.625
1533,153037.55
1534,119805.94
1535,142538.9
1536,107254.56
1537,57751.863
1538,157892.8
1539,202048.03
1540,94362.02
1541,145985.12
1542,136316.05
1543,220439.45
1544,86457.86
1545,109246.35
1546,130567.04
1547,133892.5
1548,140327.16
1549,110859.06
1550,137289.58
1551,110999.664
1552,133871.83
1553,147981.03
1554,119731.92
1555,171856.25
1556,89491.305
1557,96769.9
1558,99659.84
1559,79191.914
1560,133180.36
1561,135290.56
1562,125615.96
1563,121334.89
1564,157186.81
1565,145433.17
1566,245797.58
1567,71799.2
1568,239200.88
1569,134344.66
1570,144225.45
1571,108640.836
1572,141384.47
1573,240712.83
1574,106390.664
1575,217283.19
1576,215753.94
1577,189128.0
1578,138472.62
1579,144546.28
1580,193936.1
1581,151108.11
1582,130667.06
1583,319344.66
1584,224428.67
1585,142080.19
1586,63267.895
1587,99763.41
1588,152807.27
1589,92789.53
1590,135318.95
1591,95424.914
1592,108089.38
1593,124274.13
1594,130131.08
1595,108267.34
1596,237797.28
1597,168321.17
1598,205338.69
1599,182051.61
1600,178316.69
1601,56188.613
1602,111605.016
1603,81934.63
1604,270622.25
1605,250218.25
1606,173423.48
1607,171664.44
1608,212626.03
1609,186906.75
1610,154049.1
1611,139046.69
1612,165102.53
1613,153854.25
1614,126731.766
1615,87686.49
1616,73600.586
1617,89668.66
1618,122241.18
1619,137749.12
1620,155858.3
1621,135670.94
1622,144584.34
1623,287942.2
1624,210201.56
1625,119921.85
1626,163050.67
1627,188904.31
1628,268408.97
1629,182721.45
1630,309912.56
1631,217815.98
1632,250348.34
1633,169229.14
1634,189303.6
1635,180752.56
1636,152766.17
1637,195166.4
1638,202730.53
1639,177831.66
1640,269453.6
1641,180295.66
1642,227054.47
1643,234819.84
1644,236919.9
1645,183650.33
1646,161215.17
1647,159172.45
1648,133236.64
1649,142117.86
1650,114393.195
1651,122792.2
1652,100050.484
1653,100536.27
1654,150529.47
1655,149550.6
1656,146844.98
1657,150736.9
1658,147903.02
1659,128814.22
1660,152928.56
1661,450910.25
1662,394214.16
1663,403243.78
1664,425177.03
1665,306073.3
1666,326910.88
1667,387540.62
1668,341424.8
1669,304597.28
1670,361382.22
1671,248171.12
1672,463097.2
1673,299449.1
1674,244282.11
1675,183550.17
1676,191054.16
1677,211763.34
1678,464075.56
1679,396924.66
1680,339990.94
1681,244820.16
1682,305885.97
1683,176916.84
1684,173334.69
1685,175440.98
1686,166135.66
1687,161394.53
1688,193453.42
1689,194411.45
1690,194897.45
1691,177950.06
1692,272338.0
1693,167180.36
1694,183442.03
1695,167457.05
1696,282362.9
1697,169163.94
1698,363631.06
1699,324724.9
1700,242168.28
1701,270319.2
1702,254233.3
1703,258121.92
1704,293818.28
1705,230274.92
1706,418865.2
1707,219936.73
1708,201480.6
1709,267017.28
1710,227807.1
1711,252479.86
1712,257048.66
1713,264473.3
1714,224251.31
1715,213466.38
1716,183347.75
1717,175765.38
1718,134515.03
1719,203008.16
1720,244417.97
1721,168970.94
1722,125774.07
1723,153913.98
1724,212117.88
1725,233915.52
1726,181107.16
1727,160996.69
1728,183677.48
1729,162111.23
1730,146548.25
1731,121071.46
1732,126245.39
1733,114677.85
1734,124559.02
1735,137047.05
1736,116848.27
1737,348395.0
1738,208376.48
1739,271048.44
1740,207161.86
1741,185797.97
1742,174893.39
1743,179864.92
1744,305761.44
1745,209315.98
1746,205003.31
1747,232039.61
1748,218124.67
1749,154477.94
1750,131627.75
1751,236181.98
1752,122382.67
1753,145854.72
1754,198493.9
1755,171892.48
1756,133499.92
1757,119222.14
1758,140998.7
1759,168264.84
1760,162678.38
1761,132698.47
1762,176311.67
1763,182358.66
1764,119543.78
1765,169693.94
1766,173179.38
1767,217004.66
1768,147751.47
1769,179043.97
1770,154312.14
1771,127093.3
1772,139220.5
1773,131627.25
1774,134692.44
1775,142871.94
1776,128225.164
1777,117187.31
1778,140966.83
1779,111806.9
1780,174441.3
1781,127777.04
1782,89031.95
1783,141973.31
1784,108573.09
1785,119860.8
1786,127582.58
1787,157411.98
1788,54722.5
1789,105212.16
1790,65985.86
1791,183736.34
1792,158466.19
1793,135632.78
1794,147370.8
1795,133884.33
1796,125409.95
1797,104830.45
1798,126646.71
1799,111040.64
1800,134653.27
1801,126776.734
1802,115109.67
1803,153055.34
1804,147516.19
1805,140190.72
1806,116927.195
1807,132900.47
1808,123151.42
1809,119943.93
1810,141965.6
1811,96586.05
1812,97377.58
1813,126046.41
1814,95360.414
1815,47290.227
1816,108762.44
1817,111560.11
1818,152220.67
1819,129359.34
1820,58323.07
1821,102990.26
1822,149673.02
1823,46716.76
1824,134360.55
1825,136627.11
1826,109096.734
1827,99391.42
1828,132884.88
1829,115391.82
1830,146865.0
1831,150437.47
1832,87678.55
1833,146291.73
1834,123722.36
1835,124517.81
1836,124154.96
1837,92310.79
1838,126520.08
1839,93228.87
1840,158866.27
1841,146509.53
1842,86480.79
1843,127226.21
1844,144995.14
1845,142442.83
1846,152374.48
1847,172578.9
1848,48577.69
1849,111715.875
1850,125021.14
1851,163118.95
1852,126960.41
1853,139239.23
1854,174539.97
1855,151055.95
1856,224808.9
1857,148904.77
1858,132849.02
1859,119106.45
1860,152766.9
1861,119588.82
1862,278166.12
1863,269496.75
1864,269496.75
1865,316760.38
1866,331075.88
1867,231736.86
1868,298371.0
1869,203252.06
1870,237482.03
1871,246850.94
1872,169546.4
1873,233787.5
1874,142464.84
1875,208168.92
1876,192864.5
1877,212440.56
1878,196833.17
1879,130201.71
1880,141412.12
1881,243274.05
1882,247987.78
1883,192241.42
1884,208287.28
1885,266198.3
1886,304901.84
1887,210428.4
1888,270844.56
1889,159436.97
1890,132267.5
1891,141789.16
1892,102032.28
1893,135903.78
1894,129240.23
1895,143373.81
1896,124148.21
1897,113631.64
1898,111116.27
1899,155117.75
1900,136190.9
1901,169838.67
1902,136489.97
1903,205303.06
1904,135897.17
1905,194142.62
1906,158434.75
1907,205816.67
1908,106232.7
1909,133221.27
1910,116205.06
1911,201462.14
1912,294067.22
1913,128186.77
1914,54653.39
1915,308419.75
1916,62442.293
1917,273821.7
1918,143281.42
1919,169962.95
1920,144924.9
1921,428928.78
1922,323594.7
1923,213108.78
1924,221998.1
1925,205631.66
1926,407972.6
1927,134533.64
1928,149505.95
1929,128099.766
1930,133591.75
1931,134738.83
1932,135496.0
1933,171259.25
1934,178764.48
1935,171373.12
1936,185903.78
1937,180156.25
1938,165574.16
1939,245565.62
1940,187273.78
1941,175095.81
1942,187872.69
1943,206330.98
1944,349605.84
1945,388934.62
1946,124480.766
1947,305958.34
1948,171761.88
1949,245339.27
1950,188292.4
1951,268020.7
1952,219893.53
1953,172556.86
1954,188706.06
1955,140328.62
1956,318361.88
1957,151131.02
1958,323587.9
1959,142346.69
1960,115102.65
1961,119997.24
1962,94824.9
1963,98850.15
1964,109362.06
1965,148622.72
1966,140448.45
1967,294393.0
1968,433421.12
1969,415747.88
1970,446870.3
1971,450057.03
1972,380936.44
1973,258256.36
1974,325004.38
1975,461525.38
1976,275541.94
1977,361715.28
1978,358995.22
1979,341957.28
1980,192941.39
1981,355318.34
1982,225954.97
1983,203462.48
1984,165499.62
1985,217625.58
1986,210256.3
1987,174831.19
1988,177342.03
1989,190766.48
1990,215911.4
1991,230537.28
1992,207766.11
1993,173334.03
1994,235234.27
1995,188111.84
1996,247617.92
1997,321506.03
1998,336008.44
1999,246097.58
2000,313385.75
2001,255147.55
2002,245497.48
2003,283315.88
2004,265370.72
2005,225273.77
2006,231703.94
2007,251842.11
2008,208047.06
2009,191811.25
2010,192389.44
2011,142644.3
2012,179886.72
2013,187611.1
2014,185814.97
2015,206500.1
2016,196231.16
2017,201137.9
2018,125281.33
2019,131313.17
2020,112657.7
2021,110356.016
2022,175808.3
2023,137431.19
2024,227662.67
2025,364607.2
2026,177811.64
2027,151036.78
2028,150508.8
2029,159617.7
2030,274762.88
2031,231986.5
2032,254144.81
2033,269721.5
2034,159816.78
2035,212673.28
2036,190814.16
2037,192839.12
2038,284788.75
2039,205302.66
2040,322760.06
2041,288186.4
2042,201259.55
2043,172280.12
2044,162630.28
2045,212264.98
2046,139146.7
2047,149290.81
2048,138302.25
2049,132094.67
2050,186887.16
2051,108064.44
2052,128105.38
2053,150930.1
2054,94895.555
2055,164442.22
2056,144341.58
2057,116118.984
2058,221492.25
2059,134939.42
2060,169949.66
2061,179626.48
2062,135164.69
2063,125270.58
2064,144462.08
2065,121022.86
2066,168251.53
2067,113460.984
2068,137298.48
2069,88674.79
2070,114555.53
2071,93843.03
2072,134612.83
2073,139590.9
2074,176476.69
2075,147666.1
2076,112158.47
2077,158934.77
2078,132079.67
2079,133785.55
2080,125649.266
2081,130166.945
2082,123977.25
2083,150098.98
2084,117086.766
2085,123256.695
2086,109929.234
2087,114991.945
2088,89778.95
2089,74801.58
2090,136987.72
2091,115587.32
2092,130969.484
2093,107698.17
2094,118509.0
2095,145022.66
2096,86790.625
2097,96700.8
2098,146410.64
2099,50832.67
2100,82004.67
2101,106811.66
2102,127468.13
2103,104807.664
2104,134151.08
2105,124206.125
2106,59621.402
2107,196142.1
2108,116466.56
2109,110977.44
2110,124883.86
2111,161615.88
2112,140612.1
2113,120588.29
2114,112751.97
2115,159732.67
2116,113490.85
2117,150403.9
2118,127617.99
2119,109607.016
2120,109694.95
2121,98489.836
2122,113309.484
2123,87671.53
2124,163004.19
2125,125177.31
2126,155345.89
2127,160425.61
2128,132212.52
2129,101111.08
2130,137169.17
2131,135601.88
2132,118823.61
2133,124148.57
2134,124564.13
2135,91991.95
2136,70416.164
2137,106095.72
2138,132043.9
2139,154424.31
2140,138951.23
2141,149110.39
2142,129668.87
2143,140320.2
2144,114048.76
2145,137752.28
2146,165879.19
2147,144250.34
2148,143738.27
2149,142828.2
2150,232793.22
2151,115699.81
2152,157117.88
2153,157417.83
2154,107912.43
2155,140548.4
2156,251506.33
2157,229703.77
2158,223850.25
2159,206158.1
2160,171476.28
2161,245826.17
2162,371959.47
2163,334740.6
2164,259210.28
2165,197411.62
2166,146465.25
2167,223344.02
2168,203438.03
2169,202183.34
2170,226245.84
2171,153288.78
2172,128787.08
2173,169430.67
2174,221070.19
2175,314003.53
2176,333098.66
2177,239319.53
2178,209550.06
2179,142750.72
2180,213857.19
2181,187653.16
2182,221855.45
2183,188068.97
2184,121136.83
2185,127544.375
2186,138194.8
2187,155506.27
2188,156393.86
2189,187159.88
2190,82189.45
2191,81343.46
2192,95909.74
2193,102357.805
2194,97015.33
2195,109254.375
2196,109912.04
2197,122811.875
2198,164786.19
2199,166897.92
2200,145977.47
2201,134623.48
2202,206703.42
2203,131679.22
2204,178238.3
2205,112248.14
2206,135673.14
2207,202530.9
2208,255052.42
2209,206177.17
2210,109440.414
2211,115559.32
2212,116657.984
2213,106896.234
2214,138983.58
2215,105014.87
2216,148003.06
2217,57299.75
2218,81810.56
2219,71684.05
2220,69499.48
2221,313927.47
2222,252731.61
2223,294744.44
2224,213616.47
2225,124706.055
2226,181937.23
2227,215343.62
2228,267497.72
2229,248047.14
2230,155780.28
2231,220363.78
2232,172763.02
2233,176338.23
2234,243168.28
2235,219777.17
2236,269389.34
2237,356525.7
2238,198902.28
2239,107306.33
2240,160651.14
2241,148938.42
2242,125575.59
2243,130178.74
2244,97319.27
2245,97318.34
2246,149449.22
2247,101680.16
2248,130935.14
2249,122497.92
2250,129094.74
2251,103554.01
2252,169486.42
2253,148896.95
2254,170497.06
2255,183870.27
2256,185981.45
2257,201078.62
2258,166234.72
2259,174136.78
2260,148125.9
2261,186842.78
2262,205358.86
2263,359995.62
2264,423579.6
2265,168787.5
2266,287064.8
2267,350838.97
2268,397830.0
2269,146568.38
2270,193926.84
2271,233361.6
2272,207294.67
2273,166902.84
2274,178442.56
2275,160029.08
2276,202015.47
2277,183557.88
2278,148261.44
2279,125367.74
2280,123453.39
2281,170135.66
2282,181921.8
2283,100605.81
2284,109715.88
2285,144800.3
2286,125296.15
2287,359666.2
2288,272255.7
2289,387286.06
2290,426874.9
2291,319223.47
2292,434959.4
2293,409262.84
2294,440314.97
2295,427113.12
2296,271124.7
2297,301203.38
2298,339123.72
2299,399116.75
2300,341845.12
2301,282716.97
2302,245069.64
2303,243488.28
2304,259742.31
2305,184234.66
2306,182307.88
2307,188864.12
2308,220519.14
2309,283029.34
2310,212651.17
2311,191175.17
2312,177662.66
2313,179618.44
2314,167743.0
2315,178417.89
2316,187821.98
2317,183596.39
2318,183563.48
2319,182624.77
2320,185403.25
2321,246806.44
2322,171191.47
2323,182189.88
2324,168033.28
2325,214772.23
2326,168510.86
2327,210720.61
2328,230657.34
2329,188565.56
2330,177184.47
2331,373283.2
2332,424753.12
2333,330473.06
2334,252604.86
2335,270018.25
2336,323820.97
2337,207335.0
2338,290807.84
2339,220538.5
2340,399413.38
2341,223665.66
2342,238790.84
2343,223627.27
2344,222628.22
2345,251871.4
2346,224097.38
2347,203104.22
2348,245709.92
2349,173720.45
2350,279489.56
2351,259458.84
2352,256199.19
2353,242926.06
2354,136603.52
2355,149674.02
2356,151528.19
2357,201696.48
2358,198903.4
2359,133874.25
2360,119465.14
2361,143506.78
2362,271012.25
2363,139043.64
2364,153968.89
2365,225116.77
2366,199959.75
2367,237025.44
2368,215456.2
2369,231864.4
2370,161323.44
2371,165705.11
2372,183807.33
2373,268244.7
2374,311133.53
2375,250346.19
2376,301032.8
2377,352731.12
2378,144302.62
2379,201333.08
2380,145079.38
2381,164478.14
2382,209687.0
2383,200381.06
2384,250695.0
2385,161803.56
2386,139273.62
2387,140053.75
2388,94287.45
2389,127181.81
2390,150395.02
2391,136956.11
2392,117158.92
2393,172618.9
2394,146065.61
2395,195155.06
2396,150636.89
2397,218547.78
2398,121831.39
2399,58688.42
2400,60060.953
2401,110816.36
2402,139376.06
2403,136468.48
2404,154290.22
2405,157838.75
2406,145748.5
2407,126279.23
2408,150101.56
2409,127580.51
2410,157731.02
2411,121770.875
2412,148483.03
2413,135014.47
2414,140747.33
2415,130035.305
2416,125153.195
2417,136925.16
2418,129860.69
2419,124211.81
2420,127847.37
2421,152490.19
2422,108017.25
2423,122490.21
2424,147128.28
2425,187519.69
2426,135754.42
2427,138521.23
2428,172150.22
2429,118717.81
2430,135300.89
2431,99147.36
2432,143062.81
2433,144323.55
2434,141361.42
2435,144682.55
2436,103920.06
2437,104935.68
2438,127464.98
2439,108452.43
2440,121201.54
2441,93471.375
2442,97676.695
2443,121679.164
2444,121205.01
2445,86431.31
2446,133083.86
2447,190280.98
2448,129678.516
2449,111620.34
2450,146334.3
2451,127781.42
2452,199831.25
2453,99962.734
2454,122224.74
2455,115693.63
2456,135681.81
2457,123790.22
2458,123270.57
2459,111426.35
2460,138405.16
2461,127230.945
2462,132254.38
2463,129385.74
2464,173241.48
2465,141157.86
2466,120736.5
2467,138945.55
2468,77031.13
2469,73891.33
2470,180812.39
2471,190984.75
2472,164601.48
2473,121696.92
2474,76836.04
2475,227025.45
2476,116537.56
2477,127581.12
2478,148075.2
2479,103518.86
2480,143635.62
2481,124106.19
2482,130206.68
2483,116910.03
2484,125162.51
2485,126910.41
2486,148256.64
2487,168776.56
2488,157626.5
2489,143591.39
2490,143850.44
2491,96394.65
2492,180315.42
2493,148343.75
2494,164027.62
2495,96519.84
2496,258007.72
2497,156168.66
2498,113672.83
2499,93900.234
2500,129366.0
2501,135411.9
2502,139338.33
2503,91566.39
2504,178952.12
2505,227909.89
2506,263627.44
2507,284781.4
2508,264019.2
2509,214794.36
2510,223858.36
2511,179556.78
2512,206345.94
2513,219624.64
2514,261036.6
2515,146935.89
2516,168248.95
2517,139475.0
2518,151243.62
2519,220374.5
2520,207777.2
2521,188178.78
2522,223625.34
2523,122564.414
2524,138683.16
2525,140366.5
2526,137823.11
2527,116626.28
2528,123841.0
2529,134301.48
2530,121459.92
2531,242585.73
2532,223652.44
2533,194805.28
2534,235119.22
2535,320998.38
2536,242535.55
2537,233020.0
2538,185497.69
2539,188516.11
2540,174681.36
2541,183506.6
2542,166139.94
2543,125472.52
2544,118958.875
2545,138889.11
2546,136704.12
2547,137309.22
2548,145908.56
2549,158649.9
2550,327380.4
2551,147590.5
2552,121179.234
2553,79797.734
2554,101734.19
2555,120454.5
2556,100782.22
2557,109831.25
2558,144859.83
2559,127406.4
2560,140715.8
2561,138191.23
2562,129221.984
2563,142272.86
2564,197611.84
2565,131782.75
2566,155322.48
2567,131862.06
2568,183977.62
2569,192731.38
2570,109692.234
2571,171908.72
2572,160805.95
2573,208625.64
2574,259703.44
2575,136725.12
2576,116717.63
2577,142813.08
2578,86754.55
2579,60909.066
2580,105567.65
2581,106014.91
2582,100992.16
2583,270502.28
2584,164278.89
2585,172025.97
2586,205909.34
2587,193702.28
2588,145890.75
2589,152700.92
2590,217880.6
2591,211829.0
2592,212209.53
2593,252503.22
2594,183695.88
2595,201751.7
2596,315007.72
2597,182690.95
2598,283574.56
2599,309059.56
2600,137701.05
2601,144118.48
2602,79902.516
2603,89833.26
2604,87083.38
2605,74405.28
2606,152840.64
2607,197788.52
2608,213666.17
2609,166561.14
2610,115231.266
2611,112104.14
2612,151163.75
2613,134150.17
2614,128136.54
2615,165993.12
2616,148152.47
2617,179561.75
2618,187504.31
2619,203861.81
2620,186924.94
2621,173009.84
2622,175646.9
2623,250034.34
2624,296178.1
2625,292758.22
2626,164608.86
2627,167278.44
2628,453775.1
2629,487194.75
2630,342543.16
2631,440839.75
2632,443779.4
2633,306763.84
2634,400645.22
2635,153325.62
2636,187515.94
2637,179115.69
2638,249420.6
2639,185243.83
2640,155438.81
2641,104693.98
2642,189816.45
2643,101427.57
2644,127912.375
2645,103069.06
2646,94952.23
2647,97478.39
2648,146414.7
2649,144076.42
2650,146812.62
2651,146140.16
2652,411482.66
2653,248302.52
2654,238976.52
2655,399518.5
2656,314434.44
2657,351874.03
2658,304401.53
2659,296782.6
2660,366993.0
2661,359553.0
2662,353063.62
2663,291284.16
2664,280917.6
2665,329054.72
2666,290339.25
2667,164515.17
2668,182870.5
2669,171748.45
2670,276139.62
2671,183611.81
2672,185906.62
2673,209665.61
2674,200150.53
2675,162306.92
2676,188332.64
2677,186090.03
2678,250307.75
2679,270625.62
2680,292112.6
2681,419412.4
2682,330294.72
2683,498727.8
2684,327327.34
2685,348542.56
2686,261797.23
2687,321476.9
2688,221277.75
2689,210606.5
2690,408298.38
2691,184848.0
2692,135265.8
2693,192753.62
2694,134010.8
2695,195885.62
2696,190115.38
2697,189225.25
2698,187078.5
2699,171439.66
2700,159774.88
2701,156152.88
2702,115213.46
2703,122531.22
2704,130695.36
2705,121921.586
2706,119126.445
2707,127830.914
2708,135179.9
2709,104136.63
2710,126145.26
2711,291095.3
2712,387816.06
2713,167354.72
2714,146777.9
2715,174084.48
2716,147460.92
2717,175042.72
2718,228637.88
2719,156688.86
2720,173319.98
2721,141850.97
2722,159270.55
2723,141149.11
2724,132821.14
2725,138117.58
2726,146335.12
2727,175267.23
2728,170309.69
2729,151832.55
2730,146882.94
2731,133375.22
2732,122766.68
2733,153061.62
2734,154599.53
2735,136893.3
2736,147371.08
2737,122588.375
2738,133531.5
2739,164891.98
2740,137577.4
2741,146113.67
2742,156169.4
2743,146903.53
2744,152937.16
2745,141056.12
2746,139917.31
2747,151047.16
2748,123361.125
2749,126299.1
2750,135131.56
2751,133998.14
2752,205531.47
2753,146413.44
2754,221890.58
2755,136504.42
2756,87034.15
2757,59879.824
2758,79586.6
2759,160766.08
2760,115241.16
2761,149294.38
2762,151832.11
2763,184773.27
2764,151539.75
2765,307840.88
2766,143128.31
2767,86657.055
2768,132674.92
2769,127938.84
2770,143299.31
2771,115223.68
2772,112188.74
2773,152626.52
2774,142243.95
2775,117227.88
2776,141268.97
2777,151289.8
2778,111682.85
2779,123528.06
2780,102331.94
2781,95781.05
2782,99420.53
2783,91699.56
2784,128336.25
2785,140674.47
2786,62332.46
2787,125509.14
2788,75095.7
2789,167948.53
2790,93131.47
2791,115731.266
2792,53887.6
2793,171272.8
2794,92771.125
2795,121305.15
2796,98162.67
2797,191610.14
2798,101604.16
2799,111297.84
2800,69925.97
2801,108451.5
2802,136925.16
2803,158386.88
2804,133460.84
2805,104164.05
2806,78589.34
2807,156464.72
2808,147766.12
2809,143695.9
2810,134234.0
2811,159527.31
2812,145804.11
2813,147857.61
2814,149453.64
